winner,pokemon1_p1,pokemon2_p1,pokemon3_p1,pokemon4_p1,pokemon5_p1,pokemon6_p1,pokemon1_p2,pokemon2_p2,pokemon3_p2,pokemon4_p2,pokemon5_p2,pokemon6_p2
1,Oranguru,Torkoal,Urshifu,Ursaluna,Maushold,Dusclops,Chien,Flutter Mane,Iron Hands,Dragonite,Urshifu,Ursaluna
1,Skeledirge,Wo,Empoleon,Flutter Mane,Grimmsnarl,Ogerpon,Typhlosion,Volbeat,Dragonite,Chien,Milotic,Sinistcha
2,Empoleon,Sinistcha,Tornadus,Typhlosion,Ninetales,Weezing,Fezandipiti,Roaring Moon,Landorus,Heatran,Ogerpon,Sinistcha
1,Landorus,Ogerpon,Heatran,Iron Hands,Ninetales,Kingambit,Dondozo,Chien,Dragonite,Glimmora,Ogerpon,Tatsugiri
2,Illumise,Chi,Flutter Mane,Iron Hands,Ogerpon,Iron Bundle,Dondozo,Chien,Dragonite,Glimmora,Ogerpon,Tatsugiri
1,Grimmsnarl,Urshifu,Sinistcha,Goodra,Landorus,Volcarona,Tyranitar,Landorus,Ceruledge,Iron Hands,Grimmsnarl,Iron Bundle
2,Landorus,Flutter Mane,Chien,Iron Hands,Ogerpon,Urshifu,Grimmsnarl,Urshifu,Sinistcha,Goodra,Landorus,Volcarona
1,Dragonite,Chien,Tatsugiri,Dondozo,Chi,Flutter Mane,Ogerpon,Ursaluna,Flutter Mane,Iron Hands,Urshifu,Arcanine
2,Ogerpon,Chien,Gyarados,Iron Hands,Amoonguss,Cresselia,Dragonite,Chien,Tatsugiri,Dondozo,Chi,Flutter Mane
2,Ogerpon,Rillaboom,Ludicolo,Politoed,Tornadus,Flutter Mane,Dragonite,Chien,Tatsugiri,Dondozo,Chi,Flutter Mane
2,Empoleon,Ambipom,Ursaluna,Indeedee,Breloom,Urshifu,Dragonite,Chien,Tatsugiri,Dondozo,Chi,Flutter Mane
2,Heatran,Urshifu,Honchkrow,Ursaluna,Dragonite,Chien,Ninetales,Goodra,Indeedee,Flutter Mane,Armarouge,Iron Bundle
1,Urshifu,Tornadus,Sinistcha,Ursaluna,Chi,Oranguru,Fezandipiti,Okidogi,Ogerpon,Rillaboom,Scream Tail,Arcanine
2,Politoed,Iron Hands,Basculegion,Rillaboom,Gothitelle,Tornadus,Urshifu,Tornadus,Sinistcha,Ursaluna,Chi,Oranguru
2,Flutter Mane,Tornadus,Lilligant,Ursaluna,Chi,Oranguru,Indeedee,Dusclops,Staraptor,Torkoal,Ursaluna,Urshifu
2,Landorus,Goodra,Iron Thorns,Urshifu,Sneasler,Frosmoth,Flutter Mane,Tornadus,Lilligant,Ursaluna,Chi,Oranguru
1,Flutter Mane,Tornadus,Lilligant,Ursaluna,Chi,Oranguru,Torkoal,Ogerpon,Sinistcha,Scream Tail,Flutter Mane,Kingambit
1,Iron Bundle,Heatran,Landorus,Iron Hands,Ogerpon,Rillaboom,Flutter Mane,Tornadus,Lilligant,Urshifu,Iron Hands,Oranguru
1,Vivillon,Torterra,Ogerpon,Gastrodon,Kingambit,Ursaluna,Flutter Mane,Tornadus,Chi,Urshifu,Farigiraf,Iron Hands
1,Tornadus,Ogerpon,Urshifu,Chien,Gholdengo,Krookodile,Grimmsnarl,Okidogi,Flutter Mane,Urshifu,Ogerpon,Arcanine
1,Chien,Okidogi,Ogerpon,Sinistcha,Ursaluna,Iron Bundle,Ninetales,Articuno,Tornadus,Milotic,Rillaboom,Ogerpon
2,Ninetales,Articuno,Tornadus,Milotic,Rillaboom,Ogerpon,Ursaluna,Sinistcha,Iron Hands,Ogerpon,Tornadus,Heatran
2,Ogerpon,Tyranitar,Milotic,Tornadus,Arcanine,Zapdos,Greninja,Annihilape,Chien,Armarouge,Indeedee,Landorus
2,Snorlax,Clefairy,Kommo,Landorus,Sinistcha,Ursaluna,Politoed,Basculegion,Gholdengo,Zapdos,Ogerpon,Amoonguss
1,Urshifu,Dudunsparce,Gallade,Kleavor,Ogerpon,Flutter Mane,Flutter Mane,Thundurus,Wo,Kommo,Arcanine,Urshifu
1,Kommo,Sinistcha,Cresselia,Glimmora,Flutter Mane,Ursaluna,Wo,Kingambit,Ogerpon,Grimmsnarl,Heatran,Glimmora
2,Ursaluna,Ogerpon,Milotic,Kingambit,Glimmora,Indeedee,Heatran,Scream Tail,Cresselia,Ogerpon,Ting,Dragonite
2,Glimmora,Flutter Mane,Ogerpon,Rillaboom,Dondozo,Tatsugiri,Tornadus,Ogerpon,Rillaboom,Landorus,Farigiraf,Flutter Mane
2,Weezing,Landorus,Roaring Moon,Iron Hands,Flutter Mane,Ogerpon,Dondozo,Tatsugiri,Iron Hands,Kingambit,Flutter Mane,Landorus
1,Tornadus,Ogerpon,Rillaboom,Urshifu,Flutter Mane,Chien,Rillaboom,Ogerpon,Dragonite,Chien,Kingambit,Scream Tail
1,Indeedee,Armarouge,Lilligant,Torkoal,Ursaluna,Flutter Mane,Annihilape,Maushold,Landorus,Sinistcha,Ninetales,Ogerpon
1,Dondozo,Tatsugiri,Ogerpon,Grimmsnarl,Flutter Mane,Chi,Ninetales,Gastrodon,Chi,Sinistcha,Ogerpon,Iron Bundle
1,Tornadus,Landorus,Flutter Mane,Ogerpon,Urshifu,Rillaboom,Weezing,Slaking,Ogerpon,Flutter Mane,Heatran,Urshifu
1,Ogerpon,Sinistcha,Iron Hands,Pelipper,Landorus,Grimmsnarl,Tornadus,Sinistcha,Landorus,Flutter Mane,Ogerpon,Urshifu
1,Tornadus,Okidogi,Urshifu,Heatran,Flutter Mane,Ogerpon,Sinistcha,Ursaluna,Iron Hands,Urshifu,Flamigo,Pelipper
2,Munkidori,Empoleon,Urshifu,Gliscor,Flutter Mane,Chien,Sinistcha,Ursaluna,Iron Hands,Kingambit,Flamigo,Flutter Mane
1,Dipplin,Thundurus,Espathra,Gothitelle,Flutter Mane,Iron Bundle,Sinistcha,Ursaluna,Iron Hands,Pelipper,Flamigo,Chien
1,Sinistcha,Ursaluna,Ogerpon,Iron Hands,Flutter Mane,Gallade,Ninetales,Cetitan,Iron Bundle,Heatran,Rillaboom,Landorus
1,Ninetales,Ogerpon,Flutter Mane,Chien,Dragonite,Regieleki,Sinistcha,Ursaluna,Ogerpon,Iron Hands,Flutter Mane,Gallade
1,Tornadus,Landorus,Urshifu,Ogerpon,Flutter Mane,Iron Hands,Armarouge,Iron Bundle,Indeedee,Flamigo,Chien,Urshifu
1,Tornadus,Landorus,Urshifu,Ogerpon,Flutter Mane,Iron Hands,Indeedee,Flutter Mane,Armarouge,Torkoal,Gallade,Landorus
2,Ninetales,Iron Bundle,Sinistcha,Ursaluna,Landorus,Okidogi,Tornadus,Landorus,Urshifu,Ogerpon,Flutter Mane,Iron Hands
2,Iron Hands,Landorus,Tornadus,Urshifu,Ogerpon,Flutter Mane,Roaring Moon,Landorus,Flutter Mane,Iron Hands,Amoonguss,Milotic
2,Fezandipiti,Ting,Iron Hands,Sinistcha,Ogerpon,Dondozo,Zapdos,Garganacl,Grimmsnarl,Amoonguss,Corviknight,Oranguru
1,Altaria,Spectrier,Volcarona,Milotic,Iron Hands,Landorus,Fezandipiti,Ting,Iron Hands,Sinistcha,Ogerpon,Dondozo
1,Gholdengo,Ogerpon,Arcanine,Chien,Scream Tail,Dragonite,Tornadus,Flutter Mane,Roaring Moon,Iron Hands,Landorus,Kingambit
2,Heatran,Cresselia,Flutter Mane,Wo,Landorus,Dragonite,Tornadus,Flutter Mane,Roaring Moon,Iron Hands,Landorus,Kingambit
2,Volcarona,Cresselia,Flutter Mane,Rillaboom,Iron Hands,Ogerpon,Rillaboom,Chi,Flutter Mane,Urshifu,Landorus,Amoonguss
1,Dragonite,Chien,Urshifu,Tornadus,Flutter Mane,Landorus,Tornadus,Flutter Mane,Roaring Moon,Iron Hands,Landorus,Kingambit
2,Kommo,Sinistcha,Dondozo,Tatsugiri,Ogerpon,Oricorio,Tornadus,Flutter Mane,Roaring Moon,Iron Hands,Landorus,Kingambit
2,Tornadus,Flutter Mane,Roaring Moon,Iron Hands,Landorus,Kingambit,Toxapex,Grimmsnarl,Landorus,Rillaboom,Heatran,Kommo
2,Tornadus,Flutter Mane,Roaring Moon,Iron Hands,Landorus,Milotic,Illumise,Chi,Flutter Mane,Landorus,Sinistcha,Iron Hands
1,Okidogi,Wyrdeer,Zapdos,Articuno,Weezing,Farigiraf,Tornadus,Flutter Mane,Roaring Moon,Iron Hands,Landorus,Milotic
1,Tornadus,Flutter Mane,Roaring Moon,Iron Hands,Landorus,Milotic,Ogerpon,Gastrodon,Salamence,Iron Hands,Flutter Mane,Chi
1,Ogerpon,Landorus,Iron Bundle,Volcarona,Ninetales,Iron Hands,Tornadus,Flutter Mane,Roaring Moon,Iron Hands,Landorus,Milotic
1,Gliscor,Iron Valiant,Roaring Moon,Empoleon,Ogerpon,Flutter Mane,Roaring Moon,Rillaboom,Milotic,Annihilape,Flutter Mane,Arcanine
1,Roaring Moon,Rillaboom,Milotic,Annihilape,Flutter Mane,Arcanine,Ninetales,Baxcalibur,Heatran,Iron Hands,Ogerpon,Cresselia
2,Kommo,Rillaboom,Arcanine,Flutter Mane,Roaring Moon,Chien,Ogerpon,Grimmsnarl,Flutter Mane,Landorus,Okidogi,Goodra
2,Stantler,Empoleon,Flamigo,Sinistcha,Tornadus,Basculegion,Roaring Moon,Milotic,Ninetales,Iron Hands,Landorus,Moltres
1,Armarouge,Indeedee,Ursaluna,Gastrodon,Hatterene,Weezing,Roaring Moon,Milotic,Ninetales,Iron Hands,Landorus,Moltres
1,Ninetales,Ogerpon,Tornadus,Iron Hands,Shiftry,Baxcalibur,Roaring Moon,Landorus,Heatran,Iron Hands,Milotic,Flutter Mane
1,Okidogi,Moltres,Rillaboom,Heatran,Landorus,Ninetales,Roaring Moon,Amoonguss,Flutter Mane,Annihilape,Arcanine,Iron Hands
2,Roaring Moon,Amoonguss,Flutter Mane,Milotic,Arcanine,Iron Hands,Ogerpon,Tornadus,Iron Hands,Flutter Mane,Heatran,Landorus
2,Roaring Moon,Amoonguss,Flutter Mane,Milotic,Arcanine,Iron Hands,Farigiraf,Heatran,Chien,Urshifu,Rillaboom,Ogerpon
1,Tornadus,Ogerpon,Landorus,Flutter Mane,Iron Hands,Urshifu,Roaring Moon,Amoonguss,Flutter Mane,Milotic,Arcanine,Iron Hands
1,Dipplin,Garchomp,Chien,Chi,Flutter Mane,Urshifu,Roaring Moon,Amoonguss,Flutter Mane,Milotic,Arcanine,Iron Hands
2,Roaring Moon,Amoonguss,Flutter Mane,Milotic,Arcanine,Iron Hands,Ninetales,Basculegion,Tornadus,Chandelure,Ursaluna,Wo
2,Roaring Moon,Amoonguss,Annihilape,Milotic,Arcanine,Zapdos,Ogerpon,Urshifu,Iron Hands,Flutter Mane,Landorus,Chi
2,Ursaluna,Sinistcha,Heatran,Cresselia,Urshifu,Iron Hands,Roaring Moon,Ursaluna,Amoonguss,Gyarados,Iron Hands,Cresselia
1,Clefairy,Kommo,Landorus,Rillaboom,Ceruledge,Iron Bundle,Torterra,Ogerpon,Grimmsnarl,Flutter Mane,Urshifu,Cresselia
2,Enamorus,Amoonguss,Thundurus,Samurott,Heatran,Zoroark,Indeedee,Weavile,Azelf,Hawlucha,Kingambit,Mimikyu
2,Enamorus,Amoonguss,Thundurus,Samurott,Heatran,Zoroark,Indeedee,Weavile,Azelf,Hawlucha,Kingambit,Mimikyu
1,Enamorus,Amoonguss,Thundurus,Samurott,Heatran,Zoroark,Ogerpon,Chien,Landorus,Iron Hands,Flutter Mane,Heatran
2,Flutter Mane,Chien,Scizor,Ogerpon,Iron Bundle,Chi,Torkoal,Lilligant,Indeedee,Armarouge,Flutter Mane,Charizard
2,Ogerpon,Ursaluna,Chien,Gholdengo,Tornadus,Dragonite,Torkoal,Maushold,Bruxish,Urshifu,Cresselia,Ursaluna
2,Ogerpon,Ursaluna,Chien,Gholdengo,Tornadus,Dragonite,Torkoal,Maushold,Bruxish,Urshifu,Cresselia,Ursaluna
2,Torkoal,Maushold,Bruxish,Urshifu,Cresselia,Ursaluna,Sinistcha,Sylveon,Iron Bundle,Iron Hands,Urshifu,Arcanine
1,Chien,Garchomp,Orthworm,Talonflame,Amoonguss,Dragapult,Dragapult,Chien,Farigiraf,Rillaboom,Heatran,Flutter Mane
2,Ambipom,Torkoal,Volcarona,Oricorio,Leafeon,Scizor,Weezing,Slaking,Espathra,Arcanine,Flutter Mane,Urshifu
2,Roaring Moon,Iron Hands,Flutter Mane,Arcanine,Landorus,Orthworm,Empoleon,Ogerpon,Okidogi,Sinistcha,Ninetales,Landorus
2,Dusclops,Gliscor,Cresselia,Torterra,Torkoal,Okidogi,Munkidori,Empoleon,Illumise,Lurantis,Rillaboom,Bruxish
2,Volcarona,Baxcalibur,Oranguru,Sinistcha,Tornadus,Landorus,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu
1,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu,Milotic,Rillaboom,Landorus,Iron Hands,Flutter Mane,Dragonite
1,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu,Ninetales,Kommo,Mamoswine,Ogerpon,Rillaboom,Heatran
2,Ninetales,Sandy Shocks,Chi,Flutter Mane,Landorus,Iron Hands,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu
2,Ogerpon,Urshifu,Tornadus,Landorus,Flutter Mane,Kingambit,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu
2,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu,Ursaluna,Dusclops,Vikavolt,Hariyama,Indeedee,Sylveon
2,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu,Tyranitar,Garchomp,Orthworm,Landorus,Lycanroc,Tatsugiri
1,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu,Landorus,Gholdengo,Urshifu,Flutter Mane,Thundurus,Iron Moth
1,Flutter Mane,Weezing,Wo,Moltres,Rillaboom,Politoed,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu
2,Ogerpon,Roaring Moon,Iron Hands,Landorus,Milotic,Ninetales,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu
2,Ogerpon,Clefairy,Iron Hands,Landorus,Iron Bundle,Gholdengo,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu
1,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu,Annihilape,Amoonguss,Landorus,Iron Hands,Kommo,Ogerpon
2,Landorus,Tornadus,Ursaluna,Urshifu,Ogerpon,Cresselia,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu
2,Oricorio,Volcarona,Quaquaval,Iron Moth,Kommo,Lilligant,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu
2,Ninetales,Charizard,Lilligant,Flutter Mane,Roaring Moon,Weezing,Tornadus,Landorus,Kingambit,Iron Hands,Ogerpon,Urshifu
1,Tornadus,Landorus,Kingambit,Iron Hands,Flutter Mane,Ogerpon,Ninetales,Arcanine,Sinistcha,Ogerpon,Chien,Iron Bundle
1,Tornadus,Landorus,Kingambit,Iron Hands,Flutter Mane,Ogerpon,Dusclops,Ursaluna,Iron Hands,Annihilape,Cresselia,Arcanine
2,Iron Bundle,Rillaboom,Ogerpon,Iron Hands,Landorus,Heatran,Tornadus,Landorus,Kingambit,Iron Hands,Flutter Mane,Ogerpon
2,Landorus,Chien,Ogerpon,Urshifu,Dragapult,Sinistcha,Heatran,Ogerpon,Indeedee,Flutter Mane,Landorus,Urshifu
2,Tornadus,Sandy Shocks,Flutter Mane,Gyarados,Chien,Torkoal,Ogerpon,Tornadus,Landorus,Amoonguss,Kingambit,Iron Hands
2,Farigiraf,Flutter Mane,Dragonite,Urshifu,Milotic,Regieleki,Okidogi,Ogerpon,Rillaboom,Milotic,Oranguru,Ursaluna
1,Okidogi,Ogerpon,Rillaboom,Milotic,Oranguru,Ursaluna,Tornadus,Iron Bundle,Ninetales,Sinistcha,Ogerpon,Goodra
2,Sinistcha,Iron Hands,Iron Bundle,Landorus,Kingambit,Ogerpon,Okidogi,Ogerpon,Rillaboom,Milotic,Oranguru,Ursaluna
2,Ursaluna,Conkeldurr,Dusclops,Weezing,Skeledirge,Ogerpon,Okidogi,Ogerpon,Rillaboom,Milotic,Oranguru,Ursaluna
2,Ursaluna,Conkeldurr,Scizor,Farigiraf,Dragapult,Arcanine,Okidogi,Ninetales,Baxcalibur,Ogerpon,Rillaboom,Milotic
1,Okidogi,Ninetales,Baxcalibur,Ogerpon,Rillaboom,Milotic,Ogerpon,Tornadus,Iron Hands,Flutter Mane,Chien,Urshifu
2,Mandibuzz,Ogerpon,Rillaboom,Landorus,Heatran,Flutter Mane,Ninetales,Baxcalibur,Urshifu,Ogerpon,Rillaboom,Iron Hands
2,Flutter Mane,Landorus,Dragapult,Empoleon,Ogerpon,Indeedee,Ninetales,Baxcalibur,Urshifu,Ogerpon,Rillaboom,Iron Hands
2,Flutter Mane,Rillaboom,Ninetales,Urshifu,Articuno,Ogerpon,Ninetales,Baxcalibur,Urshifu,Ogerpon,Rillaboom,Iron Hands
2,Iron Hands,Landorus,Urshifu,Gothitelle,Scream Tail,Volcarona,Ninetales,Baxcalibur,Urshifu,Ogerpon,Rillaboom,Iron Hands
1,Ninetales,Baxcalibur,Urshifu,Ogerpon,Rillaboom,Iron Hands,Flutter Mane,Farigiraf,Sinistcha,Decidueye,Ursaluna,Ogerpon
2,Houndoom,Flutter Mane,Dragonite,Chien,Rillaboom,Urshifu,Kommo,Arcanine,Gliscor,Flutter Mane,Rillaboom,Tyranitar
2,Ogerpon,Talonflame,Flutter Mane,Meowscarada,Dragonite,Chien,Cresselia,Ursaluna,Iron Hands,Ogerpon,Arcanine,Flutter Mane
2,Ogerpon,Volbeat,Flutter Mane,Milotic,Dragonite,Chien,Flutter Mane,Regieleki,Landorus,Ogerpon,Roaring Moon,Arcanine
2,Mamoswine,Thundurus,Chandelure,Milotic,Dragonite,Chien,Dusclops,Torkoal,Lilligant,Iron Hands,Flutter Mane,Chi
2,Mamoswine,Thundurus,Chandelure,Milotic,Dragonite,Chien,Flutter Mane,Kingambit,Sinistcha,Iron Hands,Cresselia,Ursaluna
1,Cresselia,Iron Hands,Ting,Sinistcha,Flutter Mane,Ogerpon,Mamoswine,Indeedee,Urshifu,Ninetales,Empoleon,Kilowattrel
2,Mamoswine,Indeedee,Urshifu,Ninetales,Empoleon,Kilowattrel,Tauros,Tornadus,Empoleon,Ogerpon,Rillaboom,Kommo
2,Rillaboom,Arcanine,Farigiraf,Ogerpon,Chien,Urshifu,Mamoswine,Indeedee,Shiftry,Abomasnow,Empoleon,Kilowattrel
1,Flutter Mane,Basculegion,Murkrow,Kingambit,Urshifu,Sneasler,Chien,Dragapult,Flutter Mane,Chi,Illumise,Amoonguss
2,Landorus,Tornadus,Rillaboom,Urshifu,Heatran,Flutter Mane,Basculegion,Pelipper,Pawmot,Thundurus,Tornadus,Rillaboom
1,Ogerpon,Tornadus,Salamence,Flutter Mane,Iron Hands,Kingambit,Munkidori,Farigiraf,Iron Hands,Urshifu,Gholdengo,Tornadus
1,Ogerpon,Tornadus,Salamence,Flutter Mane,Iron Hands,Kingambit,Munkidori,Farigiraf,Iron Hands,Urshifu,Gholdengo,Tornadus
2,Munkidori,Heatran,Farigiraf,Iron Hands,Urshifu,Gholdengo,Urshifu,Gyarados,Flutter Mane,Iron Hands,Ogerpon,Heatran
2,Munkidori,Heatran,Farigiraf,Iron Hands,Urshifu,Gholdengo,Iron Hands,Urshifu,Landorus,Flutter Mane,Kingambit,Ogerpon
2,Landorus,Tornadus,Rillaboom,Urshifu,Heatran,Flutter Mane,Regidrago,Indeedee,Lilligant,Torkoal,Armarouge,Ursaluna
2,Landorus,Tornadus,Rillaboom,Urshifu,Heatran,Flutter Mane,Regidrago,Indeedee,Lilligant,Torkoal,Armarouge,Ursaluna
1,Cresselia,Ursaluna,Brute Bonnet,Iron Hands,Ogerpon,Torkoal,Landorus,Tornadus,Rillaboom,Urshifu,Ogerpon,Flutter Mane
1,Cresselia,Ursaluna,Brute Bonnet,Iron Hands,Ogerpon,Torkoal,Landorus,Tornadus,Rillaboom,Urshifu,Ogerpon,Flutter Mane
2,Landorus,Tornadus,Rillaboom,Urshifu,Ogerpon,Flutter Mane,Tornadus,Ogerpon,Iron Hands,Sinistcha,Baxcalibur,Arcanine
1,Arcanine,Ogerpon,Flutter Mane,Regieleki,Kingambit,Oranguru,Landorus,Tornadus,Rillaboom,Urshifu,Ogerpon,Flutter Mane
2,Landorus,Tornadus,Rillaboom,Urshifu,Ogerpon,Flutter Mane,Ogerpon,Landorus,Iron Hands,Kingambit,Flutter Mane,Chi
2,Pelipper,Urshifu,Tornadus,Overqwil,Gholdengo,Ceruledge,Landorus,Tornadus,Rillaboom,Urshifu,Ogerpon,Flutter Mane
2,Pelipper,Urshifu,Tornadus,Overqwil,Gholdengo,Ceruledge,Landorus,Tornadus,Rillaboom,Urshifu,Ogerpon,Flutter Mane
1,Pelipper,Urshifu,Tornadus,Overqwil,Gholdengo,Ceruledge,Landorus,Tornadus,Rillaboom,Urshifu,Ogerpon,Flutter Mane
2,Weezing,Amoonguss,Iron Hands,Flutter Mane,Landorus,Chi,Landorus,Tornadus,Rillaboom,Urshifu,Ogerpon,Flutter Mane
2,Torkoal,Lilligant,Indeedee,Regidrago,Sinistcha,Okidogi,Tornadus,Okidogi,Urshifu,Heatran,Flutter Mane,Ogerpon
2,Torkoal,Lilligant,Indeedee,Regidrago,Sinistcha,Okidogi,Tornadus,Okidogi,Urshifu,Heatran,Flutter Mane,Ogerpon
1,Torkoal,Lilligant,Indeedee,Regidrago,Sinistcha,Okidogi,Tornadus,Okidogi,Urshifu,Heatran,Flutter Mane,Ogerpon
1,Goodra,Fezandipiti,Brambleghast,Illumise,Cresselia,Tyranitar,Tornadus,Okidogi,Urshifu,Heatran,Iron Hands,Flutter Mane
2,Tornadus,Okidogi,Urshifu,Heatran,Iron Hands,Flutter Mane,Goodra,Fezandipiti,Brambleghast,Illumise,Cresselia,Tyranitar
2,Torkoal,Lilligant,Indeedee,Regidrago,Ursaluna,Okidogi,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien
2,Torkoal,Lilligant,Indeedee,Regidrago,Ursaluna,Okidogi,Chi,Iron Hands,Amoonguss,Landorus,Flutter Mane,Chien
2,Ogerpon,Cresselia,Sinistcha,Urshifu,Flutter Mane,Snorlax,Grimmsnarl,Hatterene,Farigiraf,Heatran,Rillaboom,Iron Hands
2,Ogerpon,Munkidori,Flutter Mane,Amoonguss,Fezandipiti,Heatran,Rillaboom,Chien,Flutter Mane,Thundurus,Landorus,Urshifu
2,Ogerpon,Indeedee,Sinistcha,Lilligant,Torkoal,Urshifu,Sinistcha,Torkoal,Flutter Mane,Iron Hands,Urshifu,Landorus
2,Annihilape,Mamoswine,Ting,Ogerpon,Empoleon,Fezandipiti,Ogerpon,Indeedee,Sinistcha,Ursaluna,Lilligant,Torkoal
1,Baxcalibur,Glimmora,Urshifu,Clefairy,Iron Hands,Chien,Ogerpon,Munkidori,Flutter Mane,Amoonguss,Fezandipiti,Heatran
2,Ogerpon,Munkidori,Flutter Mane,Empoleon,Fezandipiti,Heatran,Baxcalibur,Glimmora,Urshifu,Clefairy,Iron Hands,Chien
1,Ninetales,Iron Bundle,Cetitan,Tornadus,Iron Hands,Flutter Mane,Torkoal,Lilligant,Indeedee,Regidrago,Ursaluna,Okidogi
2,Noivern,Meowscarada,Flutter Mane,Iron Hands,Amoonguss,Great Tusk,Arcanine,Urshifu,Weezing,Tornadus,Iron Hands,Ogerpon
1,Arcanine,Urshifu,Weezing,Tornadus,Iron Hands,Ogerpon,Snorlax,Sinistcha,Landorus,Iron Hands,Clefairy,Kommo
2,Roaring Moon,Rillaboom,Arcanine,Milotic,Flutter Mane,Scizor,Arcanine,Urshifu,Weezing,Tornadus,Iron Hands,Ogerpon
1,Armarouge,Sinistcha,Indeedee,Ursaluna,Iron Hands,Urshifu,Arcanine,Urshifu,Weezing,Tornadus,Iron Hands,Ogerpon
2,Ninetales,Indeedee,Roaring Moon,Milotic,Brambleghast,Articuno,Arcanine,Urshifu,Weezing,Tornadus,Iron Hands,Ogerpon
1,Arcanine,Urshifu,Weezing,Tornadus,Iron Hands,Ogerpon,Ampharos,Ogerpon,Annihilape,Thundurus,Pelipper,Amoonguss
2,Flutter Mane,Charjabug,Chandelure,Kilowattrel,Pawmot,Ursaluna,Arcanine,Urshifu,Weezing,Tornadus,Iron Hands,Ogerpon
1,Arcanine,Urshifu,Weezing,Tornadus,Iron Hands,Ogerpon,Amoonguss,Hydreigon,Garchomp,Froslass,Tauros,Garganacl
1,Arcanine,Urshifu,Weezing,Tornadus,Iron Hands,Ogerpon,Flutter Mane,Chi,Dragapult,Grimmsnarl,Dondozo,Ogerpon
1,Arcanine,Urshifu,Weezing,Tornadus,Iron Hands,Ogerpon,Azumarill,Gastrodon,Toxapex,Urshifu,Rotom,Empoleon
2,Wo,Urshifu,Weezing,Indeedee,Ariados,Ogerpon,Ogerpon,Tornadus,Rillaboom,Chien,Flutter Mane,Landorus
2,Kommo,Sinistcha,Snorlax,Slowking,Iron Hands,Landorus,Wo,Urshifu,Weezing,Indeedee,Articuno,Ogerpon
2,Ogerpon,Ursaluna,Chi,Rillaboom,Lilligant,Flutter Mane,Ogerpon,Indeedee,Ambipom,Flutter Mane,Iron Moth,Volbeat
2,Ogerpon,Ursaluna,Cresselia,Heatran,Muk,Goodra,Ogerpon,Amoonguss,Ambipom,Flutter Mane,Iron Moth,Volbeat
1,Ogerpon,Amoonguss,Ambipom,Flutter Mane,Iron Moth,Volbeat,Ninetales,Crawdaunt,Ogerpon,Magnezone,Tornadus,Indeedee
2,Ninetales,Moltres,Sinistcha,Glastrier,Clefairy,Ogerpon,Okidogi,Amoonguss,Ambipom,Flutter Mane,Scream Tail,Volbeat
1,Ogerpon,Overqwil,Mismagius,Pelipper,Rillaboom,Annihilape,Okidogi,Amoonguss,Ambipom,Flutter Mane,Scream Tail,Volbeat
1,Roaring Moon,Heatran,Flutter Mane,Ogerpon,Gyarados,Iron Hands,Okidogi,Amoonguss,Ambipom,Flutter Mane,Scream Tail,Volbeat
2,Kingambit,Chesnaught,Armarouge,Dusclops,Clawitzer,Landorus,Okidogi,Amoonguss,Ambipom,Flutter Mane,Scream Tail,Volbeat
2,Palossand,Cramorant,Ogerpon,Chien,Talonflame,Bellibolt,Okidogi,Amoonguss,Ambipom,Flutter Mane,Iron Treads,Volbeat
2,Politoed,Urshifu,Okidogi,Moltres,Gholdengo,Rillaboom,Tornadus,Wo,Kommo,Fezandipiti,Ursaluna,Indeedee
2,Gholdengo,Flutter Mane,Sinistcha,Chi,Chien,Dragapult,Dragapult,Chien,Gholdengo,Murkrow,Amoonguss,Flutter Mane
2,Clefairy,Sinistcha,Cetitan,Ogerpon,Iron Hands,Ursaluna,Armarouge,Indeedee,Sinistcha,Ursaluna,Flutter Mane,Ogerpon
2,Clefairy,Sinistcha,Cetitan,Ogerpon,Iron Hands,Ursaluna,Armarouge,Indeedee,Sinistcha,Ursaluna,Flutter Mane,Ogerpon
2,Clefairy,Sinistcha,Cetitan,Ogerpon,Iron Hands,Ursaluna,Armarouge,Indeedee,Sinistcha,Ursaluna,Flutter Mane,Ogerpon
2,Tornadus,Ogerpon,Iron Hands,Arcanine,Flutter Mane,Goodra,Armarouge,Indeedee,Sinistcha,Dipplin,Ursaluna,Kingambit
